DateTime,Wika Palwal - Metal Shed 1 (New)-Inv 1 - Daily Energy (kWh),Wika Palwal - Metal Shed 1 (New)-Inv 2 - Daily Energy (kWh),Wika Palwal - Metal Shed 1 (New)-Inv 3 - Daily Energy (kWh),Total (Cumulative for Day),Hourly Total
31-07-25 5:00,0,0,0,0,0
31-07-25 6:00,0.05,0.08,0.05,0.18,0.18
31-07-25 7:00,2.4,3.18,0.93,6.51,6.33
31-07-25 8:00,12.58,14.22,1.61,28.41,21.9
31-07-25 9:00,26.56,29.04,13.93,69.53,41.12
31-07-25 10:00,50.92,54.74,35.26,140.92,71.39
31-07-25 11:00,83.5,88.79,63.78,236.07,95.15
31-07-25 12:00,137.59,144,110.84,392.43,156.36
31-07-25 13:00,158.16,166.19,127.81,452.16,59.73
31-07-25 14:00,160.53,168.6,127.81,456.94,4.78
31-07-25 15:00,164.13,172.32,127.81,464.26,7.32
31-07-25 16:00,166.8,175.3,127.81,469.91,5.65
31-07-25 17:00,168.07,176.88,127.81,472.76,2.85
31-07-25 18:00,169.91,178.89,127.81,476.61,3.85
31-07-25 19:00,170.13,179.23,127.81,477.17,0.56
31-07-25 20:00,170.13,179.23,127.81,477.17,0
31-07-25 21:00,170.13,179.23,127.81,477.17,0
31-07-25 22:00,0,0,0,0,0
31-07-25 23:00,0,0,0,0,0
01-08-25 0:00,0,0,0,0,0
01-08-25 1:00,0,0,0,0,0
01-08-25 2:00,0,0,0,0,0
01-08-25 3:00,0,0,0,0,0
01-08-25 4:00,0,0,0,0,0
01-08-25 5:00,0,0,0,0,0
01-08-25 6:00,0.01,0.05,0,0.06,0.06
01-08-25 7:00,3.72,4.33,0,8.05,7.99
01-08-25 8:00,13.81,15.01,0,28.82,20.77
01-08-25 9:00,24.22,25.95,0,50.17,21.35
01-08-25 10:00,29.18,30.91,0,60.09,9.92
01-08-25 11:00,55.59,59.03,22.03,136.65,76.56
01-08-25 12:00,73.92,77.81,38.24,189.97,53.32
01-08-25 13:00,142.18,150.88,98.69,391.75,201.78
01-08-25 14:00,203.76,217.96,153.25,574.97,183.22
01-08-25 15:00,255.04,276.54,199.54,731.12,156.15
01-08-25 16:00,266.18,289.76,209.83,765.77,34.65
01-08-25 17:00,278.72,308.47,222.63,809.82,44.05
01-08-25 18:00,293.76,338.51,240.5,872.77,62.95
01-08-25 19:00,296.44,342.4,243.21,882.05,9.28
01-08-25 20:00,296.46,342.48,243.24,882.18,0.13
01-08-25 21:00,296.46,342.48,243.24,882.18,0
01-08-25 22:00,0,0,0,0,0
01-08-25 23:00,0,0,0,0,0
02-08-25 0:00,0,0,0,0,0
02-08-25 1:00,0,0,0,0,0
02-08-25 2:00,0,0,0,0,0
02-08-25 3:00,0,0,0,0,0
02-08-25 4:00,0,0,0,0,0
02-08-25 5:00,0,0,0,0,0
02-08-25 6:00,0.13,0.19,0.15,0.47,0.47
02-08-25 7:00,3.98,4.11,3.57,11.66,11.19
02-08-25 8:00,19.73,19.06,17.04,55.83,44.17
02-08-25 9:00,52.62,48.76,44.63,146.01,90.18
02-08-25 10:00,107.94,99.37,91.16,298.47,152.46
02-08-25 11:00,164.88,154.97,139.98,459.83,161.36
02-08-25 12:00,215.09,205.33,183.27,603.69,143.86
02-08-25 13:00,217.75,208,185.93,611.68,7.99
02-08-25 14:00,228.09,218.83,195.37,642.29,30.61
02-08-25 15:00,233.49,224.23,200.77,658.49,16.2
02-08-25 16:00,237.11,227.85,204.4,669.36,10.87
02-08-25 17:00,240.45,231.18,207.73,679.36,10
02-08-25 18:00,243.07,233.85,210.36,687.28,7.92
02-08-25 19:00,243.07,233.85,210.36,687.28,0
02-08-25 20:00,243.07,233.85,210.36,687.28,0
03-08-25 6:00,0,0,0,0,0
03-08-25 7:00,1.35,1.45,1.2,4,4
03-08-25 8:00,15.26,16.19,13.39,44.84,40.84
03-08-25 9:00,15.26,16.19,13.39,44.84,0
03-08-25 10:00,15.26,16.19,13.39,44.84,0
03-08-25 11:00,15.26,16.19,13.39,44.84,0
03-08-25 12:00,15.26,16.19,13.39,44.84,0
03-08-25 13:00,15.26,16.19,13.39,44.84,0
03-08-25 14:00,15.26,16.19,13.39,44.84,0
03-08-25 15:00,15.26,16.19,13.39,44.84,0
03-08-25 16:00,15.26,16.19,13.39,44.84,0
03-08-25 17:00,15.26,16.19,13.39,44.84,0
03-08-25 18:00,15.26,16.19,13.39,44.84,0
03-08-25 19:00,15.26,16.19,13.39,44.84,0
04-08-25 8:00,0.45,0.54,0.41,1.4,0
04-08-25 9:00,0.95,1.06,0.91,2.92,1.52
04-08-25 10:00,5.23,5.35,5.13,15.71,12.79
04-08-25 11:00,9.35,9.48,9.26,28.09,12.38
04-08-25 12:00,17.66,17.78,17.54,52.98,24.89
04-08-25 13:00,25.14,25.26,25.01,75.41,22.43
04-08-25 14:00,29.28,29.4,29.15,87.83,12.42
04-08-25 15:00,39.18,39.49,38.66,117.33,29.5
04-08-25 16:00,44.19,44.48,43.65,132.32,14.99
04-08-25 17:00,47.02,47.53,46.33,140.88,8.56
04-08-25 18:00,50.48,51.64,49.55,151.67,10.79
04-08-25 19:00,50.49,51.82,49.62,151.93,0.26
04-08-25 20:00,50.49,51.83,49.62,151.94,0.01
04-08-25 21:00,50.49,51.83,49.62,151.94,0
04-08-25 22:00,0,0,0,0,0
04-08-25 23:00,0,0,0,0,0
05-08-25 0:00,0,0,0,0,0
05-08-25 1:00,0,0,0,0,0
05-08-25 2:00,0,0,0,0,0
05-08-25 3:00,0,0,0,0,0
05-08-25 4:00,0,0,0,0,0
05-08-25 5:00,0,0,0,0,0
05-08-25 6:00,0.01,0.04,0.02,0.07,0.07
05-08-25 7:00,2.2,2.66,2.08,6.94,6.87
05-08-25 8:00,8.92,10.1,8.13,27.15,20.21
05-08-25 9:00,28.69,31.21,25.58,85.48,58.33
05-08-25 10:00,56.89,60.94,50.45,168.28,82.8
05-08-25 11:00,100.37,106.64,88.76,295.77,127.49
05-08-25 12:00,153.67,161.97,135.37,451.01,155.24
05-08-25 13:00,200.89,212.69,177.19,590.77,139.76
05-08-25 14:00,239.1,254.3,211.18,704.58,113.81
05-08-25 15:00,280.93,301.11,248.74,830.78,126.2
05-08-25 16:00,310.52,335.55,275.79,921.86,91.08
05-08-25 17:00,315.23,340.91,280.05,936.19,14.33
05-08-25 18:00,320.85,347.01,285.08,952.94,16.75
05-08-25 19:00,321.34,347.72,285.56,954.62,1.68
05-08-25 20:00,321.34,347.72,285.56,954.62,0
05-08-25 21:00,321.34,347.72,285.56,954.62,0
05-08-25 22:00,0,0,0,0,0
05-08-25 23:00,0,0,0,0,0
06-08-25 0:00,0,0,0,0,0
06-08-25 1:00,0,0,0,0,0
06-08-25 2:00,0,0,0,0,0
06-08-25 3:00,0,0,0,0,0
06-08-25 4:00,0,0,0,0,0
06-08-25 5:00,0,0,0,0,0
06-08-25 6:00,0,0,0,0,0
06-08-25 7:00,1.61,2,0,3.61,3.61
06-08-25 8:00,13.35,14.53,1.06,28.94,25.33
06-08-25 9:00,22.27,23.97,8.91,55.15,26.21
06-08-25 10:00,64.59,65.95,45.37,175.91,120.76
06-08-25 11:00,133.2,131.98,103.75,368.93,193.02
06-08-25 12:00,215.23,215.45,175.14,605.82,236.89
06-08-25 13:00,247.54,249.5,203.67,700.71,94.89
06-08-25 14:00,251.96,253.92,208.1,713.98,13.27
06-08-25 15:00,297.06,305.63,248.87,851.56,137.58
06-08-25 16:00,345.79,367.57,294.7,1008.06,156.5
06-08-25 17:00,376.96,413.96,326.19,1117.11,109.05
06-08-25 18:00,378.79,415.8,328.03,1122.62,5.51
06-08-25 19:00,378.79,415.8,328.03,1122.62,0
06-08-25 20:00,378.79,415.8,328.03,1122.62,0
06-08-25 21:00,378.79,415.8,328.03,1122.62,0
06-08-25 22:00,0,0,0,0,0
06-08-25 23:00,0,0,0,0,0
07-08-25 0:00,0,0,0,0,0
07-08-25 1:00,0,0,0,0,0
07-08-25 2:00,0,0,0,0,0
07-08-25 3:00,0,0,0,0,0
07-08-25 4:00,0,0,0,0,0
07-08-25 5:00,0,0,0,0,0
07-08-25 6:00,0.07,0.1,0.06,0.23,0.23
07-08-25 7:00,6.28,4.63,4.98,15.89,15.66
07-08-25 8:00,18.61,12.36,14.66,45.63,29.74
07-08-25 9:00,58.32,44.29,47.46,150.07,104.44
07-08-25 10:00,122.35,99.99,100.59,322.93,172.86
07-08-25 11:00,197.23,169.97,163.83,531.03,208.1
07-08-25 12:00,273.6,245.98,229.51,749.09,218.06
07-08-25 13:00,327.82,303.66,277.64,909.12,160.03
07-08-25 14:00,373.38,353.57,318.14,1045.09,135.97
07-08-25 15:00,393.27,376.82,336.9,1106.99,61.9
07-08-25 16:00,441.49,439.55,382.82,1263.86,156.87
07-08-25 17:00,472.51,487.04,414.61,1374.16,110.3
07-08-25 18:00,482.24,505.94,425.99,1414.17,40.01
07-08-25 19:00,483,507.49,426.9,1417.39,3.22
07-08-25 20:00,483,507.49,426.9,1417.39,0
07-08-25 21:00,483,507.49,426.9,1417.39,0
07-08-25 22:00,0,0,0,0,0
07-08-25 23:00,0,0,0,0,0
08-08-25 0:00,0,0,0,0,0
08-08-25 1:00,0,0,0,0,0
08-08-25 2:00,0,0,0,0,0
08-08-25 3:00,0,0,0,0,0
08-08-25 4:00,0,0,0,0,0
08-08-25 5:00,0,0,0,0,0
08-08-25 6:00,0,0.01,0,0.01,0.01
08-08-25 7:00,0.01,0.01,0.01,0.03,0.02
08-08-25 8:00,0.01,0.02,0.01,0.04,0.01
08-08-25 9:00,23.27,20.86,19.55,63.68,63.64
08-08-25 10:00,71.64,66.64,60.8,199.08,135.4
08-08-25 11:00,123.35,118.15,105.4,346.9,147.82
08-08-25 12:00,150.36,145.17,129.56,425.09,78.19
08-08-25 13:00,201.65,199.55,175.03,576.23,151.14
08-08-25 14:00,204.21,202.11,177.59,583.91,7.68
08-08-25 15:00,211.31,209.21,184.7,605.22,21.31
08-08-25 16:00,217.12,215.1,190.34,622.56,17.34
08-08-25 17:00,221.31,219.32,194.53,635.16,12.6
08-08-25 18:00,222.11,220.11,195.32,637.54,2.38
08-08-25 19:00,222.11,220.11,195.32,637.54,0
08-08-25 20:00,222.11,220.11,195.32,637.54,0
09-08-25 7:00,0,0,0,0,0
09-08-25 8:00,0,0,0,0,0
09-08-25 9:00,0,0,0,0,0
09-08-25 10:00,0,0,0,0,0
09-08-25 11:00,0,0,0,0,0
09-08-25 12:00,0.02,0.03,0.02,0.07,0.07
09-08-25 13:00,0.02,0.03,0.02,0.07,0
09-08-25 14:00,0.02,0.03,0.02,0.07,0
09-08-25 15:00,0.02,0.03,0.02,0.07,0
09-08-25 16:00,0.02,0.03,0.02,0.07,0
09-08-25 17:00,0.02,0.03,0.02,0.07,0
09-08-25 18:00,0.02,0.03,0.02,0.07,0
09-08-25 19:00,0.02,0.03,0.02,0.07,0
09-08-25 20:00,0.02,0.03,0.02,0.07,0
10-08-25 11:00,0.5,0.53,0.4,1.43,1.36
10-08-25 12:00,0.5,0.53,0.4,1.43,0
10-08-25 13:00,0.5,0.53,0.4,1.43,0
10-08-25 14:00,0.5,0.53,0.4,1.43,0
10-08-25 15:00,7.96,9.28,7.11,24.35,22.92
10-08-25 16:00,21.2,24.51,19.06,64.77,40.42
10-08-25 17:00,21.2,24.51,19.06,64.77,0
10-08-25 18:00,21.2,24.51,19.06,64.77,0
10-08-25 19:00,21.2,24.51,19.06,64.77,0
10-08-25 20:00,21.2,24.51,19.06,64.77,0
10-08-25 22:00,0,0,0,0,0
10-08-25 23:00,0,0,0,0,0
11-08-25 0:00,0,0,0,0,0
11-08-25 1:00,0,0,0,0,0
11-08-25 2:00,0,0,0,0,0
11-08-25 3:00,0,0,0,0,0
11-08-25 4:00,0,0,0,0,0
11-08-25 5:00,0,0,0,0,0
11-08-25 6:00,0,0.02,0.01,0.03,0.03
11-08-25 7:00,3.03,3.06,2.65,8.74,8.71
11-08-25 8:00,16.16,16.37,14.06,46.59,37.85
11-08-25 9:00,51.86,48.95,44.12,144.93,98.34
11-08-25 10:00,93.27,88.87,79.45,261.59,116.66
11-08-25 11:00,135.25,132.06,115.99,383.3,121.71
11-08-25 12:00,208.28,206.53,179.32,594.13,210.83
11-08-25 13:00,264.47,266.56,228.97,760,165.87
11-08-25 14:00,314.02,321.4,273.14,908.56,148.56
11-08-25 15:00,361.36,375.23,315.78,1052.37,143.81
11-08-25 16:00,393.45,412.41,344.96,1150.82,98.45
11-08-25 17:00,418.09,441.99,367.58,1227.66,76.84
11-08-25 18:00,428.98,454.73,377.49,1261.2,33.54
11-08-25 19:00,430.76,456.88,379.14,1266.78,5.58
11-08-25 20:00,430.76,456.88,379.14,1266.78,0
11-08-25 21:00,430.76,456.88,379.14,1266.78,0
11-08-25 22:00,0,0,0,0,0
11-08-25 23:00,0,0,0,0,0
12-08-25 0:00,0,0,0,0,0
12-08-25 1:00,0,0,0,0,0
12-08-25 2:00,0,0,0,0,0
12-08-25 3:00,0,0,0,0,0
12-08-25 4:00,0,0,0,0,0
12-08-25 5:00,0,0,0,0,0
12-08-25 6:00,0,0,0,0,0
12-08-25 7:00,0.66,0.91,0.64,2.21,2.21
12-08-25 8:00,5.5,6.16,4.93,16.59,14.38
12-08-25 9:00,15.86,17.13,14.04,47.03,30.44
12-08-25 10:00,39.31,42.75,34.81,116.87,69.84
12-08-25 11:00,80.56,86.55,71.19,238.3,121.43
12-08-25 12:00,128.65,137.44,113.55,379.64,141.34
12-08-25 13:00,185.76,197.99,163.75,547.5,167.86
12-08-25 14:00,246.55,264.45,218,729,181.5
12-08-25 15:00,257.61,276.6,228.5,762.71,33.71
12-08-25 16:00,299.2,328.51,267.21,894.92,132.21
12-08-25 17:00,328.48,368.04,295.69,992.21,97.29
12-08-25 18:00,334.9,377.21,302.16,1014.27,22.06
12-08-25 19:00,336.76,379.95,304.04,1020.75,6.48
12-08-25 20:00,336.76,379.98,304.05,1020.79,0.04
12-08-25 21:00,336.76,379.98,304.05,1020.79,0
12-08-25 22:00,0,0,0,0,0
12-08-25 23:00,0,0,0,0,0
13-08-25 0:00,0,0,0,0,0
13-08-25 1:00,0,0,0,0,0
13-08-25 2:00,0,0,0,0,0
13-08-25 3:00,0,0,0,0,0
13-08-25 4:00,0,0,0,0,0
13-08-25 5:00,0,0,0,0,0
13-08-25 6:00,0,0.01,0,0.01,0.01
13-08-25 7:00,3.36,3.14,2.97,9.47,9.46
13-08-25 8:00,13.25,13.74,11.68,38.67,29.2
13-08-25 9:00,34.42,36,30.24,100.66,61.99
13-08-25 10:00,76.47,76.75,66.32,219.54,118.88
13-08-25 11:00,112.7,114.27,97.98,324.95,105.41
13-08-25 12:00,156.8,160.28,136.64,453.72,128.77
13-08-25 13:00,220.35,227.78,192.6,640.73,187.01
13-08-25 14:00,276.15,290.26,242.62,809.03,168.3
13-08-25 15:00,333.68,358.72,295.41,987.81,178.78
13-08-25 16:00,379.15,416.97,338.37,1134.49,146.68
13-08-25 17:00,402.34,449.57,361.35,1213.26,78.77
13-08-25 18:00,407.65,456.51,366.75,1230.91,17.65
13-08-25 19:00,408.35,457.6,367.53,1233.48,2.57
13-08-25 20:00,408.35,457.61,367.53,1233.49,0.01
13-08-25 21:00,408.35,457.61,367.53,1233.49,0
13-08-25 22:00,0,0,0,0,0
13-08-25 23:00,0,0,0,0,0
14-08-25 0:00,0,0,0,0,0
14-08-25 1:00,0,0,0,0,0
14-08-25 2:00,0,0,0,0,0
14-08-25 3:00,0,0,0,0,0
14-08-25 4:00,0,0,0,0,0
14-08-25 5:00,0,0,0,0,0
14-08-25 6:00,0,0,0,0,0
14-08-25 7:00,0.45,0.64,0.46,1.55,1.55
14-08-25 8:00,3.22,3.9,3.03,10.15,8.6
14-08-25 9:00,3.79,4.53,3.56,11.88,1.73
14-08-25 10:00,5.85,6.92,5.47,18.24,6.36
14-08-25 11:00,9.74,10.97,9.21,29.92,11.68
14-08-25 12:00,15.76,16.99,15.14,47.89,17.97
14-08-25 13:00,18.89,20.13,18.24,57.26,9.37
14-08-25 14:00,21.06,22.31,20.4,63.77,6.51
14-08-25 15:00,24.96,26.2,24.27,75.43,11.66
14-08-25 16:00,27.71,28.97,27.02,83.7,8.27
14-08-25 17:00,33.55,35.18,32.33,101.06,17.36
14-08-25 18:00,36.15,37.83,34.88,108.86,7.8
14-08-25 19:00,36.91,38.99,35.65,111.55,2.69
14-08-25 20:00,36.91,38.99,35.65,111.55,0
14-08-25 21:00,36.91,38.99,35.65,111.55,0
14-08-25 22:00,0,0,0,0,0
14-08-25 23:00,0,0,0,0,0
15-08-25 0:00,0,0,0,0,0
15-08-25 1:00,0,0,0,0,0
15-08-25 2:00,0,0,0,0,0
15-08-25 3:00,0,0,0,0,0
15-08-25 4:00,0,0,0,0,0
15-08-25 5:00,0,0,0,0,0
15-08-25 6:00,0,0,0,0,0
15-08-25 7:00,1.54,2.1,0,3.64,3.64
15-08-25 8:00,3.31,3.93,0,7.24,3.6
15-08-25 9:00,6.25,7.12,0,13.37,6.13
15-08-25 10:00,6.25,7.12,0,13.37,0
15-08-25 11:00,6.25,7.12,0,13.37,0
15-08-25 12:00,7.51,8.49,1.06,17.06,3.69
15-08-25 13:00,9.37,10.51,2.73,22.61,5.55
15-08-25 14:00,9.37,10.51,2.73,22.61,0
15-08-25 15:00,9.37,10.51,2.73,22.61,0
15-08-25 16:00,9.37,10.51,2.73,22.61,0
15-08-25 17:00,9.37,10.51,2.73,22.61,0
15-08-25 18:00,9.37,10.51,2.73,22.61,0
15-08-25 19:00,9.37,10.51,2.73,22.61,0
15-08-25 20:00,9.37,10.51,2.73,22.61,0
16-08-25 9:00,0,0,0,0,0
16-08-25 10:00,0,0,0,0,0
16-08-25 11:00,0,0,0,0,0
16-08-25 12:00,0,0,0,0,0
16-08-25 13:00,34.94,35.97,29.97,100.88,100.88
16-08-25 14:00,103.56,110.3,90.48,304.34,203.46
16-08-25 15:00,149.08,160.83,130.97,440.88,136.54
16-08-25 16:00,177.08,195.18,156.91,529.17,88.29
16-08-25 17:00,193.74,214.99,172.2,580.93,51.76
16-08-25 18:00,205.36,229.72,183.23,618.31,37.38
16-08-25 19:00,207.93,232.86,185.61,626.4,8.09
16-08-25 20:00,207.93,232.86,185.61,626.4,0
16-08-25 21:00,207.93,232.86,185.61,626.4,0
16-08-25 22:00,0,0,0,0,0
16-08-25 23:00,0,0,0,0,0
17-08-25 0:00,0,0,0,0,0
17-08-25 1:00,0,0,0,0,0
17-08-25 2:00,0,0,0,0,0
17-08-25 3:00,0,0,0,0,0
17-08-25 4:00,0,0,0,0,0
17-08-25 5:00,0,0,0,0,0
17-08-25 6:00,0,0.01,0.01,0.02,0.02
17-08-25 7:00,2.83,2.92,2.49,8.24,8.22
17-08-25 8:00,20.11,15.13,16.22,51.46,43.22
17-08-25 9:00,68.19,53.96,55.99,178.14,126.68
17-08-25 10:00,123.94,104.99,102.97,331.9,153.76
17-08-25 11:00,188.52,167.08,158.16,513.76,181.86
17-08-25 12:00,211.21,190.88,178.04,580.13,66.37
17-08-25 13:00,259.66,242.7,220.81,723.17,143.04
17-08-25 14:00,280.47,265.66,239.44,785.57,62.4
17-08-25 15:00,333.45,326.79,287.4,947.64,162.07
17-08-25 16:00,358.22,354.86,309.75,1022.83,75.19
17-08-25 17:00,371.45,368.68,321.4,1061.53,38.7
17-08-25 18:00,377.54,375.55,326.91,1080,18.47
17-08-25 19:00,379.06,377.41,328.34,1084.81,4.81
17-08-25 20:00,379.06,377.41,328.34,1084.81,0
17-08-25 21:00,379.06,377.41,328.34,1084.81,0
17-08-25 22:00,0,0,0,0,0
17-08-25 23:00,0,0,0,0,0
18-08-25 0:00,0,0,0,0,0
18-08-25 1:00,0,0,0,0,0
18-08-25 2:00,0,0,0,0,0
18-08-25 3:00,0,0,0,0,0
18-08-25 4:00,0,0,0,0,0
18-08-25 5:00,0,0,0,0,0
18-08-25 6:00,0,0.01,0.01,0.02,0.02
18-08-25 7:00,1.57,1.76,1.9,5.23,5.21
18-08-25 8:00,14.71,15.11,13.5,43.32,38.09
18-08-25 9:00,52.94,48.46,45.6,147,103.68
18-08-25 10:00,106.28,96.42,90.44,293.14,146.14
18-08-25 11:00,170.18,156.88,144.76,471.82,178.68
18-08-25 12:00,242.69,227.87,207.1,677.66,205.84
18-08-25 13:00,314.7,301.99,270.09,886.78,209.12
18-08-25 14:00,379.02,371.76,327.26,1078.04,191.26
18-08-25 15:00,442.48,445.19,385.02,1272.69,194.65
18-08-25 16:00,486.7,503.26,427.36,1417.32,144.63
18-08-25 17:00,516.03,549.95,458.15,1524.13,106.81
18-08-25 18:00,526.31,571.33,470.72,1568.36,44.23
18-08-25 19:00,528.05,575.14,472.95,1576.14,7.78
18-08-25 20:00,528.05,575.14,472.95,1576.14,0
18-08-25 21:00,528.05,575.14,472.95,1576.14,0
18-08-25 22:00,0,0,0,0,0
18-08-25 23:00,0,0,0,0,0
19-08-25 0:00,0,0,0,0,0
19-08-25 0:00,0,0,0,0,0
19-08-25 1:00,0,0,0,0,0
19-08-25 2:00,0,0,0,0,0
19-08-25 3:00,0,0,0,0,0
19-08-25 4:00,0,0,0,0,0
19-08-25 5:00,0,0,0,0,0
19-08-25 6:00,0.02,0.04,0.02,0.08,0.08
19-08-25 7:00,5.39,3.87,4.29,13.55,13.47
19-08-25 8:00,27.56,17.9,21.74,67.2,53.65
19-08-25 9:00,71.2,50.93,57.2,179.33,112.13
19-08-25 10:00,132.8,103.03,107.93,343.76,164.43
19-08-25 11:00,204.59,168.59,168.1,541.28,197.52
19-08-25 12:00,285.1,247.21,236.96,769.27,227.99
19-08-25 13:00,353.8,317.33,296.41,967.54,198.27
19-08-25 14:00,420.9,390,355.68,1166.58,199.04
19-08-25 15:00,463.11,438.95,394.34,1296.4,129.82
19-08-25 16:00,477.39,454.32,408.06,1339.77,43.37
19-08-25 17:00,503.04,494.47,434.69,1432.2,92.43
19-08-25 18:00,513,516.25,447.19,1476.44,44.24
19-08-25 19:00,513.98,518.15,448.33,1480.46,4.02
19-08-25 20:00,513.98,518.15,448.33,1480.46,0
19-08-25 21:00,513.98,518.15,448.33,1480.46,0
19-08-25 22:00,0,0,0,0,0
19-08-25 23:00,0,0,0,0,0
20-08-25 0:00,0,0,0,0,0
20-08-25 1:00,0,0,0,0,0
20-08-25 2:00,0,0,0,0,0
20-08-25 3:00,0,0,0,0,0
20-08-25 4:00,0,0,0,0,0
20-08-25 5:00,0,0,0,0,0
20-08-25 6:00,0.01,0.04,0.02,0.07,0.07
20-08-25 7:00,4.88,3.91,3.96,12.75,12.68
20-08-25 8:00,27.77,18.5,21.97,68.24,55.49
20-08-25 9:00,71.73,51.55,57.92,181.2,112.96
20-08-25 10:00,124.76,98.03,102.33,325.12,143.92
20-08-25 11:00,192.26,160.48,159.43,512.17,187.05
20-08-25 12:00,263.6,230.58,220.77,714.95,202.78
20-08-25 13:00,335.44,304.75,283.7,923.89,208.94
20-08-25 14:00,383.08,356.08,325.96,1065.12,141.23
20-08-25 15:00,438.51,421.65,376.79,1236.95,171.83
20-08-25 16:00,460.21,447.91,398.13,1306.25,69.3
20-08-25 17:00,488.06,492.41,427.37,1407.84,101.59
20-08-25 18:00,499.22,514.93,440.72,1454.87,47.03
20-08-25 19:00,501.14,518.75,443.04,1462.93,8.06
20-08-25 20:00,501.14,518.75,443.04,1462.93,0
20-08-25 21:00,501.14,518.75,443.04,1462.93,0
20-08-25 22:00,0,0,0,0,0
20-08-25 23:00,0,0,0,0,0
21-08-25 0:00,0,0,0,0,0
21-08-25 1:00,0,0,0,0,0
21-08-25 2:00,0,0,0,0,0
21-08-25 3:00,0,0,0,0,0
21-08-25 4:00,0,0,0,0,0
21-08-25 5:00,0,0,0,0,0
21-08-25 6:00,0,0,0,0,0
21-08-25 7:00,2.33,2.55,2.08,6.96,6.96
21-08-25 8:00,25.5,17.78,20.5,63.78,56.82
21-08-25 9:00,68.32,51.36,55.62,175.3,111.52
21-08-25 10:00,119.42,96.22,98.36,314,138.7
21-08-25 11:00,180.49,153.81,150.51,484.81,170.81
21-08-25 12:00,253.34,223.85,212.73,689.92,205.11
21-08-25 13:00,313.94,286.72,265.73,866.39,176.47
21-08-25 14:00,375.82,353.86,320.77,1050.45,184.06
21-08-25 15:00,416.37,401.44,357.95,1175.76,125.31
21-08-25 16:00,434.74,423.59,375.01,1233.34,57.58
21-08-25 17:00,440.24,429.26,380.44,1249.94,16.6
21-08-25 18:00,446.39,437.14,386.75,1270.28,20.34
21-08-25 19:00,450.67,443.01,390.92,1284.6,14.32
21-08-25 20:00,450.67,443.02,390.92,1284.61,0.01
21-08-25 21:00,450.67,443.02,390.92,1284.61,0
21-08-25 22:00,0,0,0,0,0
21-08-25 23:00,0,0,0,0,0
22-08-25 0:00,0,0,0,0,0
22-08-25 1:00,0,0,0,0,0
22-08-25 2:00,0,0,0,0,0
22-08-25 3:00,0,0,0,0,0
22-08-25 4:00,0,0,0,0,0
22-08-25 5:00,0,0,0,0,0
22-08-25 6:00,0,0,0,0,0
22-08-25 7:00,2.26,2.31,1.98,6.55,6.55
22-08-25 8:00,5.83,5.99,5.14,16.96,10.41
22-08-25 9:00,17.78,18.23,15.56,51.57,34.61
22-08-25 10:00,42.3,42.33,36.62,121.25,69.68
22-08-25 11:00,95.54,93.06,81.91,270.51,149.26
22-08-25 12:00,159.84,157.21,137.41,454.46,183.95
22-08-25 13:00,177.42,175.27,152.77,505.46,51
22-08-25 14:00,209.59,209.65,181.12,600.36,94.9
22-08-25 15:00,254.47,260.42,221.53,736.42,136.06
22-08-25 16:00,273.18,282.6,238.65,794.43,58.01
22-08-25 17:00,286.4,297.5,250.55,834.45,40.02
22-08-25 18:00,297.16,310.87,260.59,868.62,34.17
22-08-25 19:00,299.45,313.93,262.79,876.17,7.55
22-08-25 20:00,299.45,313.93,262.79,876.17,0
22-08-25 21:00,299.45,313.93,262.79,876.17,0
22-08-25 22:00,0,0,0,0,0
22-08-25 23:00,0,0,0,0,0
23-08-25 5:00,0,0,0,0,0
23-08-25 7:00,5.49,6.06,4.96,16.51,16.51
23-08-25 8:00,23.27,22.24,20.03,65.54,49.03
23-08-25 9:00,51.98,49.68,44.81,146.47,80.93
23-08-25 10:00,100.67,94.75,86.14,281.56,135.09
23-08-25 11:00,143.02,135.39,122.48,400.89,119.33
23-08-25 12:00,149.5,141.85,128.92,420.27,19.38
23-08-25 13:00,196.88,191.79,170.72,559.39,139.12
23-08-25 14:00,250.51,250.31,218.52,719.34,159.95
23-08-25 15:00,287.9,291.92,252.11,831.93,112.59
23-08-25 16:00,316.68,325.3,278.32,920.3,88.37
23-08-25 17:00,325.08,334.85,285.92,945.85,25.55
23-08-25 18:00,328.71,338.93,289.19,956.83,10.98
23-08-25 19:00,329.92,340.35,290.29,960.56,3.73
23-08-25 20:00,329.92,340.35,290.29,960.56,0
23-08-25 21:00,329.92,340.35,290.29,960.56,0
23-08-25 22:00,0,0,0,0,0
23-08-25 23:00,0,0,0,0,0
24-08-25 0:00,0,0,0,0,0
24-08-25 1:00,0,0,0,0,0
24-08-25 2:00,0,0,0,0,0
24-08-25 3:00,0,0,0,0,0
24-08-25 4:00,0,0,0,0,0
24-08-25 5:00,0,0,0,0,0
24-08-25 6:00,0.03,0.06,0.04,0.13,0.13
24-08-25 7:00,1.98,2.18,1.8,5.96,5.83
24-08-25 8:00,11.71,11.57,10.24,33.52,27.56
24-08-25 9:00,50.12,41.66,41.92,133.7,100.18
24-08-25 10:00,111.12,94.45,92.43,298,164.3
24-08-25 11:00,172.04,151.06,144.01,467.11,169.11
24-08-25 12:00,222.35,200.97,187.39,610.71,143.6
24-08-25 13:00,243.94,223.27,206.27,673.48,62.77
