DateTime,Wika Palwal - Metal Shed 1 (New)-Inv 1 - Daily Energy (kWh),Wika Palwal - Metal Shed 1 (New)-Inv 2 - Daily Energy (kWh),Wika Palwal - Metal Shed 1 (New)-Inv 3 - Daily Energy (kWh),Total (Cumulative for Day),Hourly Total
16-06-25 7:00,0,0,0,0,0
16-06-25 8:00,10.11,10.09,8.29,28.49,28.49
16-06-25 9:00,28.06,28.2,23.11,79.37,50.88
16-06-25 10:00,58.6,58.2,48.07,164.87,85.5
16-06-25 11:00,102.94,101.86,84.34,289.14,124.27
16-06-25 12:00,122.94,122.2,100.89,346.03,56.89
16-06-25 13:00,151.52,149.48,124.29,425.29,79.26
16-06-25 14:00,188.11,186.54,154.53,529.18,103.89
16-06-25 15:00,217.44,217.1,179.2,613.74,84.56
16-06-25 16:00,275.48,283.91,229.37,788.76,175.02
16-06-25 17:00,294.89,308.86,247.55,851.3,62.54
16-06-25 18:00,306.26,321.81,257.39,885.46,34.16
16-06-25 19:00,308.45,324.49,259.36,892.3,6.84
16-06-25 20:00,308.49,324.58,259.4,892.47,0.17
16-06-25 21:00,308.49,324.58,259.4,892.47,0
16-06-25 22:00,0,0,0,0,0
16-06-25 23:00,0,0,0,0,0
17-06-25 0:00,0,0,0,0,0
17-06-25 1:00,0,0,0,0,0
17-06-25 2:00,0,0,0,0,0
17-06-25 3:00,0,0,0,0,0
17-06-25 4:00,0,0,0,0,0
17-06-25 5:00,0,0,0,0,0
17-06-25 6:00,0.78,0.9,0.68,2.36,2.36
17-06-25 7:00,9.69,10.29,8.08,28.06,25.7
17-06-25 8:00,33.76,33.03,27.56,94.35,66.29
17-06-25 9:00,54.81,53.48,44.75,153.04,58.69
17-06-25 10:00,103.56,99.29,84.01,286.86,133.82
17-06-25 11:00,121.76,116.48,99.32,337.56,50.7
17-06-25 12:00,146.88,141.59,120.76,409.23,71.67
17-06-25 13:00,212.86,208.31,175.41,596.58,187.35
17-06-25 14:00,243.05,238.99,200.52,682.56,85.98
17-06-25 15:00,249.68,245.63,207.17,702.48,19.92
17-06-25 16:00,289.84,292.37,242.33,824.54,122.06
17-06-25 17:00,311.35,318.83,261.51,891.69,67.15
17-06-25 18:00,312.8,320.36,262.74,895.9,4.21
17-06-25 19:00,312.8,320.36,262.74,895.9,0
17-06-25 20:00,312.8,320.36,262.74,895.9,0
17-06-25 21:00,312.8,320.36,262.74,895.9,0
17-06-25 22:00,0,0,0,0,0
17-06-25 23:00,0,0,0,0,0
18-06-25 0:00,0,0,0,0,0
18-06-25 1:00,0,0,0,0,0
18-06-25 2:00,0,0,0,0,0
18-06-25 3:00,0,0,0,0,0
18-06-25 4:00,0,0,0,0,0
18-06-25 5:00,0,0,0,0,0
18-06-25 6:00,0.01,0.1,0,0.11,0.11
18-06-25 7:00,2.62,3.02,0,5.64,5.53
18-06-25 8:00,11.18,11.94,0,23.12,17.48
18-06-25 9:00,28.51,29.18,0,57.69,34.57
18-06-25 10:00,49.56,50.61,0,100.17,42.48
18-06-25 11:00,90.72,90.55,23.32,204.59,104.42
18-06-25 12:00,134.8,133.08,59.01,326.89,122.3
18-06-25 13:00,155.81,153.05,75.93,384.79,57.9
18-06-25 14:00,166.5,164.13,85.23,415.86,31.07
18-06-25 15:00,232.89,236.82,141.57,611.28,195.42
18-06-25 16:00,250.73,256.15,156.98,663.86,52.58
18-06-25 17:00,274.6,289.21,179.32,743.13,79.27
18-06-25 18:00,287.03,313.1,193.29,793.42,50.29
18-06-25 19:00,290.04,317.9,196.3,804.24,10.82
18-06-25 20:00,290.08,318.02,196.36,804.46,0.22
19-06-25 6:00,0,0,0,0,0
19-06-25 7:00,0,0,0,0,0
19-06-25 8:00,7.62,7.53,6.28,21.43,21.43
19-06-25 9:00,23.85,23.66,19.61,67.12,45.69
19-06-25 10:00,48.77,48.16,39.98,136.91,69.79
19-06-25 11:00,83.14,79.94,67.78,230.86,93.95
19-06-25 12:00,136.82,131.01,111.79,379.62,148.76
19-06-25 13:00,226.91,220.23,185.64,632.78,253.16
19-06-25 14:00,272.96,267.1,224.06,764.12,131.34
19-06-25 15:00,292.29,288.04,241.52,821.85,57.73
19-06-25 16:00,339.21,344.69,283.01,966.91,145.06
19-06-25 17:00,371.84,389.25,313.64,1074.73,107.82
19-06-25 18:00,375.78,393.3,317.53,1086.61,11.88
19-06-25 19:00,377.99,397.26,319.89,1095.14,8.53
19-06-25 20:00,378.17,397.64,320.09,1095.9,0.76
19-06-25 21:00,378.17,397.64,320.09,1095.9,0
19-06-25 22:00,0,0,0,0,0
19-06-25 23:00,0,0,0,0,0
20-06-25 0:00,0,0,0,0,0
20-06-25 1:00,0,0,0,0,0
20-06-25 2:00,0,0,0,0,0
20-06-25 3:00,0,0,0,0,0
20-06-25 4:00,0,0,0,0,0
20-06-25 5:00,0,0,0,0,0
20-06-25 6:00,0.81,0.83,0.67,2.31,2.31
20-06-25 7:00,9.83,8.69,7.78,26.3,23.99
20-06-25 8:00,27.53,24.78,21.82,74.13,47.83
20-06-25 9:00,48.56,45.56,39.02,133.14,59.01
20-06-25 10:00,80.55,76.99,65.26,222.8,89.66
20-06-25 11:00,92.31,89.01,75.34,256.66,33.86
20-06-25 12:00,112.71,109.33,92.32,314.36,57.7
20-06-25 13:00,114.77,111.39,94.38,320.54,6.18
20-06-25 14:00,150.37,148.41,124.24,423.02,102.48
20-06-25 15:00,166.52,164.69,139.3,470.51,47.49
20-06-25 16:00,209.69,213.54,176.8,600.03,129.52
20-06-25 17:00,225.48,232.78,190.94,649.2,49.17
20-06-25 18:00,240.96,253.67,205.35,699.98,50.78
20-06-25 19:00,243.97,258.17,208.26,710.4,10.42
20-06-25 20:00,243.97,258.17,208.26,710.4,0
20-06-25 21:00,243.97,258.17,208.26,710.4,0
20-06-25 22:00,0,0,0,0,0
20-06-25 23:00,0,0,0,0,0
21-06-25 0:00,0,0,0,0,0
21-06-25 1:00,0,0,0,0,0
21-06-25 2:00,0,0,0,0,0
21-06-25 3:00,0,0,0,0,0
21-06-25 4:00,0,0,0,0,0
21-06-25 5:00,0,0,0,0,0
21-06-25 6:00,0.82,0.97,0.69,2.48,2.48
21-06-25 7:00,9.98,10.31,8.33,28.62,26.14
21-06-25 8:00,30.49,28.76,24.71,83.96,55.34
21-06-25 9:00,71.76,63.61,57.21,192.58,108.62
21-06-25 10:00,130.69,114.38,103.55,348.62,156.04
21-06-25 11:00,207.45,183.79,164.84,556.08,207.46
21-06-25 12:00,269.88,243.35,215.43,728.66,172.58
21-06-25 13:00,273.18,246.76,218.43,738.37,9.71
21-06-25 14:00,297.72,271.65,238.74,808.11,69.74
21-06-25 15:00,339.11,316.24,273.78,929.13,121.02
21-06-25 16:00,374.28,357.09,304.42,1035.79,106.66
21-06-25 17:00,384.05,368.45,313.02,1065.52,29.73
21-06-25 18:00,389,374.79,317.49,1081.28,15.76
21-06-25 19:00,391.07,377.79,319.47,1088.33,7.05
21-06-25 20:00,391.07,377.79,319.47,1088.33,0
21-06-25 21:00,391.07,377.79,319.47,1088.33,0
21-06-25 22:00,0,0,0,0,0
21-06-25 23:00,0,0,0,0,0
22-06-25 0:00,0,0,0,0,0
22-06-25 1:00,0,0,0,0,0
22-06-25 2:00,0,0,0,0,0
22-06-25 3:00,0,0,0,0,0
22-06-25 4:00,0,0,0,0,0
22-06-25 5:00,0,0,0,0,0
22-06-25 6:00,0.58,0.61,0.49,1.68,1.68
22-06-25 7:00,9.49,8.28,7.46,25.23,23.55
22-06-25 8:00,36.44,29.76,28.33,94.53,69.3
22-06-25 9:00,85.07,69.52,66.38,220.97,126.44
22-06-25 10:00,143.69,121.08,112.74,377.51,156.54
22-06-25 11:00,198.41,172.98,157,528.39,150.88
22-06-25 12:00,249.16,223.11,198.61,670.88,142.49
22-06-25 13:00,306.93,281.55,246.33,834.81,163.93
22-06-25 14:00,363.61,340.7,293.78,998.09,163.28
22-06-25 15:00,396.28,375.34,321.24,1092.86,94.77
22-06-25 16:00,405.62,385.5,329.15,1120.27,27.41
22-06-25 17:00,423.39,404.2,344.06,1171.65,51.38
22-06-25 18:00,437.67,421.16,356.62,1215.45,43.8
22-06-25 19:00,441.32,425.63,359.87,1226.82,11.37
22-06-25 20:00,441.33,425.7,359.89,1226.92,0.1
22-06-25 21:00,441.33,425.7,359.89,1226.92,0
22-06-25 22:00,0,0,0,0,0
22-06-25 23:00,0,0,0,0,0
23-06-25 0:00,0,0,0,0,0
23-06-25 1:00,0,0,0,0,0
23-06-25 2:00,0,0,0,0,0
23-06-25 3:00,0,0,0,0,0
23-06-25 4:00,0,0,0,0,0
23-06-25 5:00,0,0,0,0,0
23-06-25 6:00,0.18,0.31,0.2,0.69,0.69
23-06-25 7:00,5.25,5.54,4.45,15.24,14.55
23-06-25 8:00,28.96,25.69,23.09,77.74,62.5
23-06-25 9:00,67.33,58.48,53.08,178.89,101.15
23-06-25 10:00,117.11,103.62,92.92,313.65,134.76
23-06-25 11:00,150.49,134.66,120.13,405.28,91.63
23-06-25 12:00,193.89,177.07,156.14,527.1,121.82
23-06-25 13:00,257.06,241.43,208.7,707.19,180.09
23-06-25 14:00,302.82,288.74,246.89,838.45,131.26
23-06-25 15:00,343.68,331.76,281.2,956.64,118.19
23-06-25 16:00,367.53,356.38,301.17,1025.08,68.44
23-06-25 17:00,384.62,379.45,317.16,1081.23,56.15
23-06-25 18:00,400.82,404.23,333.14,1138.19,56.96
23-06-25 19:00,405.62,410.51,337.57,1153.7,15.51
23-06-25 20:00,405.62,410.54,337.57,1153.73,0.03
23-06-25 21:00,405.62,410.54,337.57,1153.73,0
23-06-25 22:00,0,0,0,0,0
23-06-25 23:00,0,0,0,0,0
24-06-25 0:00,0,0,0,0,0
24-06-25 1:00,0,0,0,0,0
24-06-25 2:00,0,0,0,0,0
24-06-25 3:00,0,0,0,0,0
24-06-25 4:00,0,0,0,0,0
24-06-25 5:00,0,0,0,0,0
24-06-25 6:00,0.18,0.3,0.18,0.66,0.66
24-06-25 7:00,5.61,5.92,4.72,16.25,15.59
24-06-25 8:00,28.61,26.53,23.04,78.18,61.93
24-06-25 9:00,71.07,62.94,56.39,190.4,112.22
24-06-25 10:00,128.83,113.98,102.12,344.93,154.53
24-06-25 11:00,157.72,141.45,125.6,424.77,79.84
24-06-25 12:00,184.76,167.57,148.36,500.69,75.92
24-06-25 13:00,193.52,176.52,156.55,526.59,25.9
24-06-25 14:00,249.85,234.88,203.45,688.18,161.59
24-06-25 15:00,315.21,307.35,259.14,881.7,193.52
24-06-25 16:00,362.9,362.06,300.49,1025.45,143.75
24-06-25 17:00,366.48,365.85,303.79,1036.12,10.67
24-06-25 18:00,372.56,372.86,304.23,1049.65,13.53
24-06-25 19:00,377.5,378.85,306.45,1062.8,13.15
24-06-25 20:00,377.58,379,306.53,1063.11,0.31
24-06-25 21:00,377.58,379,306.53,1063.11,0
24-06-25 22:00,0,0,0,0,0
24-06-25 23:00,0,0,0,0,0
25-06-25 0:00,0,0,0,0,0
25-06-25 1:00,0,0,0,0,0
25-06-25 2:00,0,0,0,0,0
25-06-25 3:00,0,0,0,0,0
25-06-25 4:00,0,0,0,0,0
25-06-25 5:00,0,0,0,0,0
25-06-25 6:00,0.17,0.2,0.13,0.5,0.5
25-06-25 7:00,3.58,3.74,2.72,10.04,9.54
25-06-25 8:00,17.51,17.15,14.04,48.7,38.66
25-06-25 9:00,52.56,51.24,42.45,146.25,97.55
25-06-25 10:00,87.24,84.54,70.48,242.26,96.01
25-06-25 11:00,114.13,110.58,93.15,317.86,75.6
25-06-25 12:00,126.24,122.66,104.28,353.18,35.32
25-06-25 13:00,176.21,172.52,145.23,493.96,140.78
25-06-25 14:00,231.38,228.7,190.89,650.97,157.01
25-06-25 15:00,268.87,267.08,221.87,757.82,106.85
25-06-25 16:00,293.4,293.18,242.75,829.33,71.51
25-06-25 17:00,311.37,314.38,258.96,884.71,55.38
25-06-25 18:00,329.56,338.57,275.71,943.84,59.13
25-06-25 19:00,333.05,342.43,278.69,954.17,10.33
25-06-25 20:00,333.37,342.86,278.97,955.2,1.03
25-06-25 21:00,333.37,342.86,278.97,955.2,0
25-06-25 22:00,0,0,0,0,0
25-06-25 23:00,0,0,0,0,0
26-06-25 0:00,0,0,0,0,0
26-06-25 1:00,0,0,0,0,0
26-06-25 2:00,0,0,0,0,0
26-06-25 3:00,0,0,0,0,0
26-06-25 4:00,0,0,0,0,0
26-06-25 5:00,0,0,0,0,0
26-06-25 6:00,0.22,0.29,0.19,0.7,0.7
26-06-25 7:00,0.26,0.34,0.22,0.82,0.12
26-06-25 8:00,15.21,14.64,12.28,42.13,41.31
26-06-25 9:00,52.22,47.17,41.62,141.01,98.88
26-06-25 10:00,120.04,104.46,94.44,318.94,177.93
26-06-25 11:00,182.78,160.53,144.23,487.54,168.6
26-06-25 12:00,196.01,173.73,157.35,527.09,39.55
26-06-25 13:00,228.14,205.3,184.72,618.16,91.07
26-06-25 14:00,297.18,276.94,242.13,816.25,198.09
26-06-25 15:00,349.75,334.23,286.66,970.64,154.39
26-06-25 16:00,380.07,369.29,312.97,1062.33,91.69
26-06-25 17:00,417.45,419.74,347.65,1184.84,122.51
26-06-25 18:00,430.95,438.12,360.27,1229.34,44.5
26-06-25 19:00,437.3,447.85,366.49,1251.64,22.3
26-06-25 20:00,437.51,448.2,366.69,1252.4,0.76
26-06-25 21:00,437.51,448.2,366.69,1252.4,0
26-06-25 22:00,0,0,0,0,0
26-06-25 23:00,0,0,0,0,0
27-06-25 0:00,0,0,0,0,0
27-06-25 1:00,0,0,0,0,0
27-06-25 2:00,0,0,0,0,0
27-06-25 3:00,0,0,0,0,0
27-06-25 4:00,0,0,0,0,0
27-06-25 5:00,0,0,0,0,0
27-06-25 6:00,0.34,0.4,0.31,1.05,1.05
27-06-25 7:00,10.42,7.88,7.91,26.21,25.16
27-06-25 8:00,38.21,27.48,28.9,94.59,68.38
27-06-25 9:00,92.39,69.85,70.69,232.93,138.34
27-06-25 10:00,141.44,112.55,109.44,363.43,130.5
27-06-25 11:00,213.85,177.73,167.02,558.6,195.17
27-06-25 12:00,232.61,195.37,183.11,611.09,52.49
27-06-25 13:00,250.17,213.03,198.26,661.46,50.37
27-06-25 14:00,310.68,275.88,248.75,835.31,173.85
27-06-25 15:00,358.26,327.35,289.01,974.62,139.31
27-06-25 16:00,399.15,375.25,324.69,1099.09,124.47
27-06-25 17:00,426.24,412.29,350.18,1188.71,89.62
27-06-25 18:00,438.96,431.18,362.63,1232.77,44.06
27-06-25 19:00,442.9,439.87,367.38,1250.15,17.38
27-06-25 20:00,443.01,440.12,367.52,1250.65,0.5
27-06-25 21:00,443.01,440.12,367.52,1250.65,0
27-06-25 22:00,0,0,0,0,0
27-06-25 23:00,0,0,0,0,0
28-06-25 0:00,0,0,0,0,0
28-06-25 1:00,0,0,0,0,0
28-06-25 2:00,0,0,0,0,0
28-06-25 3:00,0,0,0,0,0
28-06-25 4:00,0,0,0,0,0
28-06-25 5:00,0,0,0,0,0
28-06-25 6:00,0.68,0.7,0.56,1.94,1.94
28-06-25 7:00,10.26,9.05,8.08,27.39,25.45
28-06-25 8:00,32.97,28.66,25.87,87.5,60.11
28-06-25 9:00,70.26,61.28,55.28,186.82,99.32
28-06-25 10:00,125.66,110.79,99.19,335.64,148.82
28-06-25 11:00,176.58,158.34,140.06,474.98,139.34
28-06-25 12:00,243.88,223.07,194.54,661.49,186.51
28-06-25 13:00,266.58,245.45,213.52,725.55,64.06
28-06-25 14:00,293.37,273.14,236.02,802.53,76.98
28-06-25 15:00,315.19,294.74,253.82,863.75,61.22
28-06-25 16:00,315.26,294.85,253.88,863.99,0.24
28-06-25 17:00,315.58,295.32,253.88,864.78,0.79
28-06-25 18:00,316.39,296.27,253.88,866.54,1.76
28-06-25 19:00,317.52,297.59,253.88,868.99,2.45
28-06-25 20:00,317.57,297.66,253.88,869.11,0.12
28-06-25 21:00,317.57,297.66,253.88,869.11,0
28-06-25 22:00,0,0,0,0,0
28-06-25 23:00,0,0,0,0,0
29-06-25 0:00,0,0,0,0,0
29-06-25 1:00,0,0,0,0,0
29-06-25 2:00,0,0,0,0,0
29-06-25 3:00,0,0,0,0,0
29-06-25 4:00,0,0,0,0,0
29-06-25 5:00,0,0,0,0,0
29-06-25 6:00,0.39,0.45,0,0.84,0.84
29-06-25 7:00,13.11,11.59,0,24.7,23.86
29-06-25 8:00,29.48,26.46,0,55.94,31.24
29-06-25 9:00,57.42,52.08,0,109.5,53.56
29-06-25 10:00,104.87,95.45,0,200.32,90.82
29-06-25 11:00,166.43,153.64,35.87,355.94,155.62
29-06-25 12:00,211.91,198.21,73.01,483.13,127.19
29-06-25 13:00,214.51,201.43,74.87,490.81,7.68
29-06-25 14:00,215.53,202.55,74.87,492.95,2.14
29-06-25 15:00,217.67,204.97,75.21,497.85,4.9
29-06-25 16:00,220.75,208.39,75.21,504.35,6.5
29-06-25 17:00,220.75,208.39,75.21,504.35,0
29-06-25 18:00,220.75,208.39,75.21,504.35,0
29-06-25 19:00,220.75,208.39,75.21,504.35,0
29-06-25 20:00,220.75,208.39,75.21,504.35,0
29-06-25 22:00,0,0,0,0,0
29-06-25 23:00,0,0,0,0,0
30-06-25 0:00,0,0,0,0,0
30-06-25 1:00,0,0,0,0,0
30-06-25 2:00,0,0,0,0,0
30-06-25 3:00,0,0,0,0,0
30-06-25 4:00,0,0,0,0,0
30-06-25 5:00,0,0,0,0,0
30-06-25 6:00,0.05,0.1,0,0.15,0.15
30-06-25 7:00,0.79,1.03,0,1.82,1.67
30-06-25 8:00,2.27,2.65,1.08,6,4.18
30-06-25 9:00,9.7,10.28,7.28,27.26,21.26
30-06-25 10:00,29.94,30.66,24.4,85,57.74
30-06-25 11:00,51.66,52.45,42.28,146.39,61.39
30-06-25 12:00,67.02,68.11,55.04,190.17,43.78
30-06-25 13:00,107.74,108.74,88.53,305.01,114.84
30-06-25 14:00,154.99,156.64,127.53,439.16,134.15
30-06-25 15:00,187.15,188.85,154,530,90.84
30-06-25 16:00,215.47,217.44,177.37,610.28,80.28
30-06-25 17:00,229.73,231.44,189.03,650.2,39.92
30-06-25 18:00,233.27,235.27,189.03,657.57,7.37
30-06-25 19:00,234.08,236.26,189.03,659.37,1.8
30-06-25 20:00,234.08,236.27,189.03,659.38,0.01
30-06-25 21:00,234.08,236.27,189.03,659.38,0
30-06-25 22:00,0,0,0,0,0
30-06-25 23:00,0,0,0,0,0
01-07-25 0:00,0,0,0,0,0
01-07-25 1:00,0,0,0,0,0
01-07-25 2:00,0,0,0,0,0
01-07-25 3:00,0,0,0,0,0
01-07-25 4:00,0,0,0,0,0
01-07-25 5:00,0,0,0,0,0
01-07-25 6:00,0.55,0.19,0,0.74,0.74
01-07-25 7:00,3.73,3.97,0,7.7,6.96
01-07-25 8:00,22.07,22.25,0,44.32,36.62
01-07-25 9:00,33.65,33.55,0,67.2,22.88
01-07-25 10:00,57.7,57.08,0,114.78,47.58
01-07-25 11:00,107.16,105.37,13.37,225.9,111.12
01-07-25 12:00,179.39,174.51,71.87,425.77,199.87
01-07-25 13:00,180.13,175.25,72.6,427.98,2.21
01-07-25 14:00,233.75,230,117.06,580.81,152.83
01-07-25 15:00,293.18,293.98,167.19,754.35,173.54
01-07-25 16:00,349.9,361.48,217.05,928.43,174.08
01-07-25 17:00,371.58,389.48,236.81,997.87,69.44
01-07-25 18:00,387.82,420.96,255.17,1063.95,66.08
01-07-25 19:00,390.67,426.54,258.38,1075.59,11.64
01-07-25 20:00,390.74,426.73,258.47,1075.94,0.35
01-07-25 21:00,390.74,426.73,258.47,1075.94,0
01-07-25 22:00,0,0,0,0,0
01-07-25 23:00,0,0,0,0,0
02-07-25 0:00,0,0,0,0,0
02-07-25 1:00,0,0,0,0,0
02-07-25 2:00,0,0,0,0,0
02-07-25 3:00,0,0,0,0,0
02-07-25 4:00,0,0,0,0,0
02-07-25 5:00,0,0,0,0,0
02-07-25 6:00,0.5,0.57,0.43,1.5,1.5
02-07-25 7:00,13.8,11.05,10.58,35.43,33.93
02-07-25 8:00,32.47,25.32,24.91,82.7,47.27
02-07-25 9:00,81.57,66.01,63.41,210.99,128.29
02-07-25 10:00,147.86,123.55,115.71,387.12,176.13
02-07-25 11:00,195.37,166.93,153.5,515.8,128.68
02-07-25 12:00,271.02,238.95,214.77,724.74,208.94
02-07-25 13:00,348.19,314.68,277.74,940.61,215.87
02-07-25 14:00,364.28,330.94,291.31,986.53,45.92
02-07-25 15:00,409.27,379.51,329.42,1118.2,131.67
02-07-25 16:00,454.42,431.92,368.7,1255.04,136.84
02-07-25 17:00,480.27,464.31,391.87,1336.45,81.41
02-07-25 18:00,482.77,467.78,394.34,1344.89,8.44
02-07-25 19:00,488.17,476.3,399.76,1364.23,19.34
02-07-25 20:00,488.35,476.58,399.94,1364.87,0.64
02-07-25 21:00,488.35,476.58,399.94,1364.87,0
02-07-25 22:00,0,0,0,0,0
02-07-25 23:00,0,0,0,0,0
03-07-25 0:00,0,0,0,0,0
03-07-25 1:00,0,0,0,0,0
03-07-25 2:00,0,0,0,0,0
03-07-25 3:00,0,0,0,0,0
03-07-25 4:00,0,0,0,0,0
03-07-25 5:00,0,0,0,0,0
03-07-25 6:00,0.67,0.69,0.56,1.92,1.92
03-07-25 7:00,9.76,7.96,7.64,25.36,23.44
03-07-25 8:00,35.88,28.61,27.74,92.23,66.87
03-07-25 9:00,80.04,65.69,62.5,208.23,116
03-07-25 10:00,131.5,111.36,103.41,346.27,138.04
03-07-25 11:00,195.5,169.98,154.71,520.19,173.92
03-07-25 12:00,254.72,226.27,202.86,683.85,163.66
03-07-25 13:00,293.22,264.21,234.46,791.89,108.04
03-07-25 14:00,294.93,265.91,236.16,797,5.11
03-07-25 15:00,345.25,320.85,278.99,945.09,148.09
03-07-25 16:00,360.69,337.53,293.07,991.29,46.2
03-07-25 17:00,385.2,370.02,315.93,1071.15,79.86
03-07-25 18:00,401.29,392.67,331.23,1125.19,54.04
03-07-25 19:00,406.65,399.78,336.21,1142.64,17.45
03-07-25 20:00,406.72,399.93,336.29,1142.94,0.3
03-07-25 21:00,406.72,399.93,336.29,1142.94,0
03-07-25 22:00,0,0,0,0,0
03-07-25 23:00,0,0,0,0,0
04-07-25 0:00,0,0,0,0,0
04-07-25 1:00,0,0,0,0,0
04-07-25 2:00,0,0,0,0,0
04-07-25 3:00,0,0,0,0,0
04-07-25 4:00,0,0,0,0,0
04-07-25 5:00,0,0,0,0,0
04-07-25 6:00,0.98,0.99,0,1.97,1.97
04-07-25 7:00,8.88,8.29,0,17.17,15.2
04-07-25 8:00,18.07,17.15,2.7,37.92,20.75
04-07-25 9:00,52.11,45.73,29.31,127.15,89.23
04-07-25 10:00,110.84,95.39,74.96,281.19,154.04
04-07-25 11:00,160.72,140.61,114.55,415.88,134.69
04-07-25 12:00,178.27,157.18,129.33,464.78,48.9
04-07-25 13:00,193.92,172.59,142.48,508.99,44.21
04-07-25 14:00,245.87,225.21,185.54,656.62,147.63
04-07-25 15:00,307.54,292.94,238.04,838.52,181.9
04-07-25 16:00,327.35,315.26,255.05,897.66,59.14
04-07-25 17:00,345.42,333.25,269.98,948.65,50.99
04-07-25 18:00,353.31,342.31,276.99,972.61,23.96
04-07-25 19:00,357.67,347.33,280.8,985.8,13.19
04-07-25 20:00,357.74,347.43,280.87,986.04,0.24
04-07-25 21:00,357.74,347.43,280.87,986.04,0
04-07-25 22:00,0,0,0,0,0
04-07-25 23:00,0,0,0,0,0
05-07-25 0:00,0,0,0,0,0
05-07-25 1:00,0,0,0,0,0
05-07-25 2:00,0,0,0,0,0
05-07-25 3:00,0,0,0,0,0
05-07-25 4:00,0,0,0,0,0
05-07-25 5:00,0,0,0,0,0
05-07-25 6:00,0.18,0.24,0.15,0.57,0.57
05-07-25 7:00,10.74,8.83,8.32,27.89,27.32
05-07-25 8:00,38.33,29.5,29.36,97.19,69.3
05-07-25 9:00,82.71,67.98,64.33,215.02,117.83
05-07-25 10:00,125.27,107.56,98.55,331.38,116.36
05-07-25 11:00,191.7,168.39,151.65,511.74,180.36
05-07-25 12:00,216.65,193.24,172.09,581.98,70.24
05-07-25 13:00,225.44,202.09,179.36,606.89,24.91
05-07-25 14:00,241.24,219,192.84,653.08,46.19
05-07-25 15:00,304.19,288.56,246.64,839.39,186.31
05-07-25 16:00,332.55,321.24,271.34,925.13,85.74
05-07-25 17:00,342.4,331.61,279.6,953.61,28.48
05-07-25 18:00,346.73,335.94,283.15,965.82,12.21
05-07-25 19:00,349.79,339.79,285.86,975.44,9.62
05-07-25 20:00,349.81,339.84,285.88,975.53,0.09
05-07-25 21:00,349.81,339.84,285.88,975.53,0
05-07-25 22:00,0,0,0,0,0
05-07-25 23:00,0,0,0,0,0
06-07-25 0:00,0,0,0,0,0
06-07-25 1:00,0,0,0,0,0
06-07-25 2:00,0,0,0,0,0
06-07-25 3:00,0,0,0,0,0
06-07-25 4:00,0,0,0,0,0
06-07-25 5:00,0,0,0,0,0
06-07-25 6:00,0.38,0.44,0.32,1.14,1.14
06-07-25 7:00,2.57,2.78,2.17,7.52,6.38
06-07-25 8:00,14.62,14.56,2.17,31.35,23.83
06-07-25 9:00,34.25,33.18,2.17,69.6,38.25
06-07-25 10:00,68.27,64.51,2.17,134.95,65.35
06-07-25 11:00,138.59,129.49,46.49,314.57,179.62
06-07-25 12:00,193.98,183.23,91.61,468.82,154.25
06-07-25 13:00,257.99,247.39,144.36,649.74,180.92
06-07-25 14:00,306.44,298.46,185.01,789.91,140.17
06-07-25 15:00,337.83,331.31,211.24,880.38,90.47
06-07-25 16:00,355.58,349.32,225.91,930.81,50.43
06-07-25 17:00,375.74,371.3,243.05,990.09,59.28
06-07-25 18:00,389.23,386.84,254.81,1030.88,40.79
06-07-25 19:00,394.53,393.13,259.48,1047.14,16.26
06-07-25 20:00,394.56,393.18,259.51,1047.25,0.11
06-07-25 21:00,394.56,393.18,259.51,1047.25,0
06-07-25 22:00,0,0,0,0,0
06-07-25 23:00,0,0,0,0,0
07-07-25 0:00,0,0,0,0,0
07-07-25 1:00,0,0,0,0,0
07-07-25 6:00,0,0,0,0,0
07-07-25 7:00,0,0,0,0,0
07-07-25 8:00,0,0.05,0,0.05,0.05
07-07-25 9:00,0.39,0.45,0,0.84,0.79
07-07-25 10:00,5.97,6.03,0,12,11.16
07-07-25 11:00,9.38,9.45,0,18.83,6.83
07-07-25 12:00,14.17,14.25,0,28.42,9.59
07-07-25 13:00,17.12,17.19,1.1,35.41,6.99
07-07-25 14:00,17.81,17.88,1.79,37.48,2.07
07-07-25 15:00,75.33,85.41,53.95,214.69,177.21
07-07-25 16:00,123.03,147.05,98.99,369.07,154.38
07-07-25 17:00,153.82,192.96,130.13,476.91,107.84
07-07-25 18:00,164.68,213.64,142.6,520.92,44.01
07-07-25 19:00,164.7,213.68,142.62,521,0.08
07-07-25 20:00,164.9,214.14,142.87,521.91,0.91
07-07-25 21:00,164.9,214.14,142.87,521.91,0
07-07-25 22:00,0,0,0,0,0
07-07-25 23:00,0,0,0,0,0
08-07-25 0:00,0,0,0,0,0
08-07-25 1:00,0,0,0,0,0
08-07-25 2:00,0,0,0,0,0
08-07-25 3:00,0,0,0,0,0
08-07-25 4:00,0,0,0,0,0
08-07-25 5:00,0,0,0,0,0
08-07-25 6:00,0.5,0.55,0.45,1.5,1.5
08-07-25 7:00,10.03,8.88,8.34,27.25,25.75
08-07-25 8:00,18.45,16.27,15.23,49.95,22.7
08-07-25 9:00,43.58,39.14,36.4,119.12,69.17
08-07-25 10:00,102.29,93.26,85.83,281.38,162.26
08-07-25 11:00,161.05,151.26,136.38,448.69,167.31
08-07-25 12:00,182.59,173.12,155.62,511.33,62.64
